sentence,label
$FB (110.20) is starting to show some relative strength and signs of potential B/O on the daily.,2
Valeant CEO Pledges to Heed Critics After `Painful' Experience,0
"Operating profit totaled EUR 3.8 mn , down from EUR 4.5 mn in the corresponding period in 2005 .",1
"$amrn Full bull call spread ranging July to Jan 15. Lets see what this baby does,",2
"Lassila & Tikanoja 's operating profit excluding non-recurring and imputed items for the second quarter was EUR11 .3 m , down from EUR13 .8 m a year ago .",1
"Country : , Switzerland Sector : Pharmaceuticals Target : Synosia Therapeutics Holding AG Buyer : Biotie Therapies Corp Deal size in USD : 129.4 m Type : Corporate acquisition Financing : All-stock Status : Closed",1
The fair value of the company 's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago .,2
"The market value of one crane is some USD6m , reported the Finnish news agency STT .",1
Bertrand Sciard has been the vice chairman of the board of directors of Aldata Solution since April 2007 .,1
Shareholders have a right to put on the agenda of the AGM items that are within the competence of the general meeting .,1
"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .",0
"Based on the design of previous handsets , the Nokia E72 and Nokia E63 this Symbian-based model is promised to offer direct access to over 90 per cent of the world s corporate email through Mail for Exchange and IBM Lotus Notes Traveler .",1
"As part of the reorganization , Kauko-Telko Ltd will be divided into Telko Ltd , Leipurin Ltd , Hamina Terminal Services Ltd and Kaukomarkkinat Ltd. .",1
for @vnoto74 to follow:  after a SELL signal by $NDX internals [06/23] ~> technical SELL $QQQ [06/25] ~> DOWN,0
"The number of class A shares remains unchanged at 9,526,089 shares .",1
"The contract includes software licences , application maintenance and training .",1
The contracts comprise turnkey orders for RoRo systems for two RoRo-cruise vessels under construction for Viking Line and Tallink .,1
Cameco typically prices sales contracts using a 40:60 ratio of fixed prices and spot prices .,1
$TSPT  long 8.00,2
I see a 20 percent upside in $FB shares from here,2
"Body ES Vostok also owns stakes in power sales companies MosenergosbytBody ( RTS : MSSB ) ( 50.9 % ) , Altaienergosbyt ( 100 % ) , Saratovenergo ( RTS : SARE ) Body ( 48.36 % ) and Tambov Power Sales Company ( RTS : TASB ) ( 49.01 % ) , all ofBodywhich it received from the distribution balance .",1
$IWM same conditions that sent markets to tumble all hitting this week,0
"Of this , EUR 38.8 mn was net interest income .",1
$ETN UPGRADE today by MS to overweight.  Excellent company and leadership,2
Stora Enso 's third-quarter pre-tax profit doubled to EUR 197mn .,2
"Viking Line 's cargo revenue increased by 5.4 % to EUR 21.46 mn , and cargo volume increased by 2.4 % to 70,116 cargo units .",2
Baird Upgrades Tesla Motors $TSLA to Outperform https://t.co/1FA6aTOqlw,2
"At 1411 CET , ArcelorMittal had lost 7.26 % to EUR 17.38 on Euronext Paris , coming at the lead of the blue-chip fallers .",0
The layoff talks were first announced in August .,1
Last year 's net sales rose to EUR 68.3 million from EUR 62.2 million .,2
Apple: Another attempt to break out on Apple but with weak PVT   $AAPL #Trading #investing #aapl https://t.co/DNh7Hgv22V,2
Latvia 's Stockmann shopping mall is a subsidiary of Finland 's Stockmann Plc. .,1
"Operating profit totaled EUR 3.8 mn , down from EUR 4.5 mn in the corresponding period in 2005 .",0
Small investors have voiced fears that the shares will end up with risk investors .,1
"$RIG whos ever pushing this is crazy, get ready for suspended dividend (turning into growth stock) blow out earnings, and major buyback, lol",1
HELSINKI AFX - KCI Konecranes said it has won an order for four hot metal ladle cranes from Indian steel producer Bhushan Steel and Strips Ltd. .,2
UPDATE 1-Berkshire applies to boost Wells Fargo stake above 10 pct,2
"Olvi , which controls a 94 percent stake in Ragutis through A. Le Coq , said in its annual report published earlier this year that the Lithuanian brewery 's sales reached 15.04 million euros last year , a rise of 20.4 percent from 12.49 million euros in 2004 .",2
"However , the production is almost entirely very labor intensive and based on small investments only .",1
"It grew in Finland , Norway , Denmark and the Baltic countries .",1
"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .",0
"$AAPL a new long IF 110.61 is broken. Targets are 112.19, 119.86 & 123.82. Bears must retake 102.77. $QQQ $NQ_F $NDX https://t.co/6l3m1wXChw",2
The reduction notice applied to 17 people .,1
The ship unloader is totally enclosed along the entire conveying line to the storage facilities .,1
Operating result including non-recurring items rose to EUR 146mn from a loss of EUR 267mn in 2009 .,2
"Both operating profit and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 .",2
To be number one means creating added value for stakeholders in everything we do .,1
Finnish metal products company Componenta Oyj net profit went slightly down to 25.1 mln euro ( $ 40.2 mln ) for the first half of 2008 from 25.4 mln euro ( $ 40.7 mln ) for the same period of 2007 .,0
The operating margin came down to 2.4 % from 5.7 % .,0
Rapala VMC Corporation ( Rapala ) is a Finland-based company engaged in the manufacture and distribution of fishing equipment and accessories .,1
"The purchase price will be paid in cash upon the closure of the transaction , scheduled for April 1 , 2009 .",1
"Aldata Solution Oyj Thomas Hoyer CFO More information : Aldata Solution Oyj , Thomas Hoyer , CFO , tel. +358 45 670 0491 Aldata in brief Aldata Solution is one of the global leaders in supply chain software for retail , wholesale and logistics companies .",1
The result before taxes was a loss of 25.0 million euros .,1
AstraZeneca wins FDA approval for key new lung cancer pill,2
"These include software development for internet and mobile telephone content , communications , value-added software , financial services , security applications , systems integration and electronics , '' EBRD informed .",1
Atria will also buy the shares of Kauhajoen Teurastamokiinteistot Oy (Kauhajoki slaughterhouse property)from Itikka Co-operative .,1
"The facility will be used to refinance Citycon 's existing credit facility , the company said .",1
"For the last quarter of 2010 , Componenta 's net sales doubled to EUR131m from EUR76m for the same period a year earlier , while it moved to a zero pre-tax profit from a pre-tax loss of EUR7m .",2
$LEE http://stks.co/24kM LEE ready to exit bankruptcy. Strong volume today.,2
"Look out for vintage fabric cushion covers , '70s coffee pots , ceramic serving dishes , cocktail glasses , and stainless steel party dishes .",1
Net sales have been eaten by the weak US dollar .,0
"comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004 .",2
AstraZeneca shares climb 3% as drug maker ups profits forecasts,2
Nordea was the cheapest also for a couple in their 30s with debt .,1
"Currently , the plant operates on full capacity .",1
"In accordance with the terms and conditions of Alma Media 's 2006 option program , the share subscription price for the 2006A option rights was EUR 4.88 per share and the book countervalue EUR 0.60 per share .",1
Barclays PLC & Lloyds Banking Group PLC Are The 2 Banks I'd Buy Today,2
"The total size of the complex is around 25,000 m2 and the project will be constructed in stages .",1
"The construction of a large woodworking facility in the Sheksna district of the Vologda Region , in northwest Russia , will begin in 2009 , and the plant will start production in 2011 .",1
$AAPL Nice RSI 33 bounce at 9:58,2
"TietoEnator was down 1.13 pct to 18.38 , extending recent lows after last week 's second-quarter report , dealers said .",0
"Also , a six-year historic analysis is provided for these markets .",1
$BABA may take a few days wks months watch what happened to $FB $TWTR after they IPO. mrkt needs to washout. to hunt well need 2 wait stalk.,1
Another firm Air Liquide was exempted because it left the market in 1998 .,1
"The payment of 2.779 million litas in interest on a long-term loan provided by Ragutis ' majority shareholder , Estonia 's A. Le Coq , also added to the losses .",1
"Operating profit was EUR 139.7 mn , up 23 % from EUR 113.8 mn .",2
RBS Pays $1.7 Billion to Scrap U.K. Treasury's Dividend Rights,1
"That address also happens to house Italian megamart Eataly , meaning that `` Come on , kids , we 're going to the Toy Building ! ''",1
"Laavainen said Benecol was well known in Europe and the US , where it had been in the market for 15 years .",1
CompaniesHome Retail trims gains but is considered 'in play',2
"The offer price is $ 35 million , including cash of $ 10 million as net debt assumption of FACE , and $ 20 million worth of Cencorp shares to be issued to Savcor .",1
"Steek , which was set up in 2002 , is based in Bordeaux , southwestern France .",1
Tesco share price closes higher as two more directors leave grocer,2
"When the situation normalises , the company will be able to increase the amount of residential units for sale in St Petersburg and Moscow , in particular .",2
